"MXIM-AV-1-10-20","La decisión de vencer (Los primeros frutos)","2016-04-19 14:20:58","Rodrigo","U"
"MXIM-AV-1-10-21","La neta no hay futuro","2016-04-19 14:21:37","Rodrigo","U"
"MXIM-AV-1-10-22","La república perdida II","2016-04-19 14:22:52","Rodrigo","U"
"MXIM-AV-1-10-23","Laguna de dos tiempos","2016-04-19 14:23:08","Rodrigo","U"
"MXIM-AV-1-10-24","Laguna del Ostión. Acayucan, Ver.","2016-04-19 14:23:26","Rodrigo","U"
"MXIM-AV-1-10-25","Lenguaje audiovisual","2016-04-19 14:23:43","Rodrigo","U"
"MXIM-AV-1-10-26","Malcolm Lowry en México","2016-04-19 14:24:01","Rodrigo","U"
"MXIM-AV-1-10-27","Mara'acame. Cantador y curandero","2016-04-19 14:24:21","Rodrigo","U"
"MXIM-AV-1-10-28","Mi hijo el Ché","2016-04-19 14:24:42","Rodrigo","U"
"MXIM-AV-1-10-29","Milano ´83","2016-04-19 14:25:00","Rodrigo","U"
"MXIM-AV-1-10-30","Une histoire de vent","2016-04-19 14:25:36","Rodrigo","U"
"MXIM-AV-1-10-31","Nadie es inocente","2016-04-19 14:26:17","Rodrigo","U"
"MXIM-AV-1-10-32","New York, N.Y.","2016-04-19 14:26:39","Rodrigo","U"
"MXIM-AV-1-10-33","Sans Soleil","2016-04-19 14:26:59","Rodrigo","U"
"MXIM-AV-1-10-36","Purépechas, los que viven la vida","2016-04-19 14:27:26","Rodrigo","U"
"MXIM-AV-1-10-39","Reunión de madres y padres (en una escuela secundaria) VIDEO MOTIVACIONAL.","2016-04-19 14:28:16","Rodrigo","U"
"MXIM-AV-1-10-40","Urgences","2016-04-19 14:29:08","Rodrigo","U"
"MXIM-AV-1-10-41","Tiempo de victoria: El Salvador, ocho años de guerra","2016-04-19 14:29:29","Rodrigo","U"
"MXIM-AV-1-10-42","Saumialuk \"Le Grand Gaucher\"","2016-04-19 14:29:46","Rodrigo","U"
"MXIM-AV-1-10-43","Semana Santa entre los mayos","2016-04-19 14:30:01","Rodrigo","U"
"MXIM-AV-1-10-44","Taller de trovadores Xichu, Gto.","2016-04-19 14:30:21","Rodrigo","U"
"MXIM-AV-1-10-46","Ballade vom kleinen soldaten","2016-04-19 14:31:00","Rodrigo","U"
"MXIM-AV-1-10-47","Mer dare ó Nas vek","2016-04-19 14:31:56","Rodrigo","U"
"MXIM-AV-1-10-48","Sir Anthony Van Dyck: Samson and Delilah","2016-04-19 14:32:23","Rodrigo","U"
"MXIM-AV-1-10-49","Lorenzo Lotto: Madonna and Child","2016-04-19 14:32:44","Rodrigo","U"
"MXIM-AV-1-10-50","Jacob van Ruisdael: The Large Forest","2016-04-19 14:33:04","Rodrigo","U"
"MXIM-AV-1-10-51","Joachim Patinier: The baptism of Christ","2016-04-19 14:33:44","Rodrigo","U"
"MXIM-AV-1-10-52","Hans Memling: St. John Altarpiece","2016-04-19 14:34:14","Rodrigo","U"
"MXIM-AV-1-10-53","Edvard Munch: Four Girls on a Jetty","2016-04-19 14:34:33","Rodrigo","U"
"MXIM-AV-1-10-54","Andy Warhol: The texan, Portrait of Robert Rauschenberg","2016-04-19 14:34:58","Rodrigo","U"
"MXIM-AV-1-10-55","Stefan Lochner: The Madonna of the rose bower (Stefan Lochner: La virgen del rosal)","2016-04-19 14:35:18","Rodrigo","U"
"MXIM-AV-1-10-56","Wolf Vostell: Miss América","2016-04-19 14:35:35","Rodrigo","U"
"MXIM-AV-1-10-57","Ernst Ludwig Kirchner: Five women in the street","2016-04-19 14:35:53","Rodrigo","U"
"MXIM-AV-1-10-58","Hugo Van Der Goes: Adoration of the Magi","2016-04-19 14:37:16","Rodrigo","U"
"MXIM-AV-1-5-8","The Plow That Broke the Plains","2016-04-20 07:54:31","Carlos","U"
"MXIM-AV-1-5-4","Housing Problems","2016-04-20 07:55:44","Carlos","U"
"MXIM-AV-1-11-142","The maya","2016-04-20 09:59:53","Lilia","U"
"MXIM-AV-1-11-146","De tijdmachine: overpeinzingen bij 100 jaar beeldcultuur","2016-04-20 10:02:01","Lilia","U"
"MXIM-AV-1-11-156","Los ferro, The railway men","2016-04-20 10:04:29","Lilia","U"
"MXIM-AV-1-11-157","Acariño galaico de Barro","2016-04-20 10:05:36","Lilia","U"
"MXIM-AV-1-11-176","Paul Gauguin: Sweet Dreams","2016-04-20 10:08:54","Lilia","U"
"MXIM-AV-1-11-177","Bartolome Murillo: The rest on the flight into egypt","2016-04-20 10:09:25","Lilia","U"
"MXIM-AV-1-11-178","Rembrandt Harmensz Van Rijn: The Return of the Prodigal Son","2016-04-20 10:09:53","Lilia","U"
"MXIM-AV-1-11-179","Paula Rego: Manifest für eine verlorene sache","2016-04-20 10:10:30","Lilia","U"
"MXIM-AV-1-11-180","Eugene Jansson: Sunrise over the rooftops","2016-04-20 10:11:18","Lilia","U"
"MXIM-AV-1-11-181","Anders Zorn: Our daily bread","2016-04-20 10:11:53","Lilia","U"
"MXIM-AV-1-11-182","Pieter Bruegel: The Triumph of death","2016-04-20 10:12:34","Lilia","U"
"MXIM-AV-1-11-183","Yves Klein: Blue Harmony","2016-04-20 10:13:10","Lilia","U"
"MXIM-AV-1-11-184","Mikhail Vrubel: Six-Winged Seraph","2016-04-20 10:13:38","Lilia","U"
"MXIM-AV-1-11-185","Marc Chagal: Promenade","2016-04-20 10:13:59","Lilia","U"
"MXIM-AV-1-11-186","Liubov Popova: Portrait of philosopher","2016-04-20 10:14:42","Lilia","U"
"MXIM-AV-1-11-187","Mikhail Nesterov: The taking of the veil","2016-04-20 10:15:10","Lilia","U"
"MXIM-AV-1-11-192","La gaveuse","2016-04-20 10:16:52","Lilia","U"
"MXIM-AV-1-11-193","La romancière","2016-04-20 10:17:24","Lilia","U"
"MXIM-AV-1-11-194","La roulotteuse","2016-04-20 10:21:46","Lilia","U"
"MXIM-AV-1-11-195","La fleuriste","2016-04-20 10:24:36","Lilia","U"
"MXIM-AV-1-11-197","La marchande de journaux","2016-04-20 10:26:24","Lilia","U"
"MXIM-AV-1-11-198","L´opticienne","2016-04-20 10:27:01","Lilia","U"
"MXIM-AV-1-11-199","La souffleuse de verre","2016-04-20 10:27:40","Lilia","U"
"MXIM-AV-1-11-200","L´illusionniste","2016-04-20 10:28:03","Lilia","U"
"MXIM-AV-1-11-202","La corsetière","2016-04-20 10:31:03","Lilia","U"
"MXIM-AV-1-11-203","L´archetière","2016-04-20 10:32:46","Lilia","U"
"MXIM-AV-1-11-204","Parler et travailler","2016-04-20 10:33:18","Lilia","U"
"MXIM-AV-1-11-209","O amor natural","2016-04-20 10:34:20","Lilia","U"
"MXIM-AV-1-11-210","The fall of the Romanov dynasty","2016-04-20 10:34:52","Lilia","U"
"MXIM-AV-1-11-97","Ávila Camacho, el general caballero","2016-04-20 11:27:42","Carlos","U"
"MXIM-AV-1-11-90","López Mateos, pan y palo","2016-04-20 11:32:39","Carlos","U"
"MXIM-AV-1-11-61","¡Hay Tamales! La muestra del tamal en México","2016-04-20 11:49:55","Jocelyn","U"
"MXIM-AV-1-11-62","Historia Argentina 1776-1880","2016-04-20 12:02:06","Jocelyn","U"
"MXIM-AV-1-11-63","Historia Argentina 1880-1930","2016-04-20 12:02:58","Jocelyn","U"
"MXIM-AV-1-11-64","Historia Argentina 1930-1955","2016-04-20 12:03:29","Jocelyn","U"
"MXIM-AV-1-11-65","Lázaro Cárdenas, Entre el pueblo y el poder","2016-04-20 12:04:33","Jocelyn","U"
"MXIM-AV-1-11-66","Swagatam (bem-vindos)","2016-04-20 12:05:02","Jocelyn","U"
"MXIM-AV-1-11-67","Vivir en la lucha libre","2016-04-20 12:07:12","Jocelyn","U"
"MXIM-AV-1-11-67","Vivir en la lucha libre","2016-04-20 12:08:10","Jocelyn","U"
"MXIM-AV-1-11-68","Home of the Wandering Souls","2016-04-20 12:09:27","Jocelyn","U"
"MXIM-AV-1-11-69","José López Portillo, El abolengo criollo","2016-04-20 12:11:35","Jocelyn","U"
"MXIM-AV-1-11-70","Kayapos. Planet des hommes","2016-04-20 12:13:04","Jocelyn","U"
"MXIM-AV-1-11-71","Këdung Ajdk. Servir al pueblo","2016-04-20 12:14:11","Jocelyn","U"
"MXIM-AV-1-11-72","Kurihipuecha en´ka tirekastiksi juatarahua Los hombres que viven del bosque","2016-04-20 12:15:33","Jocelyn","U"
"MXIM-AV-1-11-73","L' America a Roma","2016-04-20 12:18:13","Jocelyn","U"
"MXIM-AV-1-11-74","La balada de John O'Reilly","2016-04-20 12:20:37","Jocelyn","U"
"MXIM-AV-1-11-75","La batalla de Tepoztlán","2016-04-20 12:21:31","Jocelyn","U"
"MXIM-AV-1-11-76","La batalla por Ciudadano Kane","2016-04-20 12:22:33","Jocelyn","U"
"MXIM-AV-1-11-77","Ya baramb tenga: Our ancestors' earth, a mossi village","2016-04-20 12:26:20","Jocelyn","U"
"MXIM-AV-1-11-78","La fiesta del fuego. XIII Festival de la Cultura Caribeña","2016-04-20 12:27:50","Jocelyn","U"
"MXIM-AV-1-11-79","La guerra de Chiapas","2016-04-20 12:29:12","Jocelyn","U"
"MXIM-AV-1-11-80","La lactancia de Pedrito","2016-04-20 12:30:11","Jocelyn","U"
"MXIM-AV-1-11-81","La línea paterna","2016-04-20 12:32:52","Jocelyn","U"
"MXIM-AV-1-11-82","La Plaza de los miércoles","2016-04-20 12:33:38","Jocelyn","U"
"MXIM-AV-1-11-83","La radio mexicana","2016-04-20 12:34:39","Jocelyn","U"
"MXIM-AV-1-11-84","\"Las manitos\", Reproductive Health Campaign, Bolivia","2016-04-20 12:35:23","Jocelyn","U"
"MXIM-AV-1-11-85","Las modernas preparatorias de la generación de los veinte","2016-04-20 12:37:18","Jocelyn","U"
"MXIM-AV-1-11-86","11 de septiembre, 1973. El último combate de Salvador Allende","2016-04-20 12:40:28","Jocelyn","U"
"MXIM-AV-1-11-87","Lázaro Cárdenas: el hombre y el mito","2016-04-20 12:41:17","Jocelyn","U"
"MXIM-AV-1-11-88","Lettere Dall'America","2016-04-20 12:43:58","Jocelyn","U"
"MXIM-AV-1-11-49","Emiliano Zapata, el amor a la tierra","2016-04-20 12:44:09","Carlos","U"
"MXIM-AV-1-11-89","Level Five","2016-04-20 12:45:11","Jocelyn","U"
"MXIM-AV-1-11-91","Los más pequeños, Un retrato del Ejército Zapatista de Liberación Nacional","2016-04-20 12:48:53","Jocelyn","U"
"MXIM-AV-1-11-92","Luis Echeverría, La empeñosa ambición","2016-04-20 12:51:01","Jocelyn","U"
"MXIM-AV-1-11-93","Lumiere et Compagnie","2016-04-20 12:52:16","Jocelyn","U"
"MXIM-AV-1-11-94","Serie 18 lustros de la vida en México en este siglo","2016-04-20 12:57:07","Jocelyn","U"
"MXIM-AV-1-11-95","Technical developments around the turn of the century","2016-04-20 12:59:03","Jocelyn","U"
"MXIM-AV-1-11-95","Technical developments around the turn of the century","2016-04-20 12:59:29","Jocelyn","U"
"MXIM-AV-1-11-110","Mother Dao The turtlelike","2016-04-20 12:59:29","Carlos","U"
"MXIM-AV-1-11-97","Ávila Camacho, el general caballero","2016-04-20 13:00:40","Jocelyn","U"
"MXIM-AV-1-11-98","Mãos á obra em Brasília","2016-04-20 13:02:24","Jocelyn","U"
"MXIM-AV-1-11-100","Matilde Landeta","2016-04-20 13:03:41","Jocelyn","U"
"MXIM-AV-1-11-101","Memorias de cá e de lá - Paranoá/DF","2016-04-20 13:05:25","Jocelyn","U"
"MXIM-AV-1-11-192","La gaveuse","2016-04-20 13:17:44","Carlos","U"
"MXIM-AV-1-11-192","La gaveuse","2016-04-20 13:19:32","Carlos","U"
"MXIM-AV-1-11-103","Memorias do Mundo","2016-04-20 13:25:45","Jocelyn","U"
"MXIM-AV-1-11-192","La gaveuse","2016-04-20 13:27:08","Carlos","U"
"MXIM-AV-1-11-193","La romancière","2016-04-20 13:27:49","Carlos","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 13:27:59","Jocelyn","U"
"MXIM-AV-1-11-194","La roulotteuse","2016-04-20 13:28:21","Carlos","U"
"MXIM-AV-1-11-104","Memórias em construcao no centro oeste brasileiro. A expedição roncador xingú","2016-04-20 13:28:40","Jocelyn","U"
"MXIM-AV-1-11-195","La fleuriste","2016-04-20 13:28:43","Carlos","U"
"MXIM-AV-1-11-196","La cordonniére","2016-04-20 13:29:07","Carlos","U"
"MXIM-AV-1-11-105","Méliès, el mago del cine","2016-04-20 13:30:58","Jocelyn","U"
"MXIM-AV-1-11-106","México 68","2016-04-20 13:32:34","Jocelyn","U"
"MXIM-AV-1-11-107","México, ciudad de ciudades: El Centro Histórico","2016-04-20 13:33:36","Jocelyn","U"
"MXIM-AV-1-11-108","Mi Multi es mi Multi. Historia oral del Multifamiliar Miguel Alemán (1949-1999)","2016-04-20 13:34:48","Jocelyn","U"
"MXIM-AV-1-11-109","Montoneros: Una historia","2016-04-20 13:35:36","Jocelyn","U"
"MXIM-AV-1-11-110","Mother Dao The turtlelike","2016-04-20 13:36:57","Jocelyn","U"
"MXIM-AV-1-11-111","Museo Nacional de Culturas Populares A la luz de nuestra diversidad","2016-04-20 13:38:28","Jocelyn","U"
"MXIM-AV-1-11-197","La marchande de journaux","2016-04-20 13:38:57","Carlos","U"
"MXIM-AV-1-11-112","Díaz Ordaz y el 68","2016-04-20 13:39:22","Jocelyn","U"
"MXIM-AV-1-11-198","L´opticienne","2016-04-20 13:39:24","Carlos","U"
"MXIM-AV-1-11-199","La souffleuse de verre","2016-04-20 13:39:56","Carlos","U"
"MXIM-AV-1-11-113","No me parezco a nadie, La vida de Pedro Infante","2016-04-20 13:40:03","Jocelyn","U"
"MXIM-AV-1-11-200","L´illusionniste","2016-04-20 13:41:16","Carlos","U"
"MXIM-AV-1-11-115","O Velho Capoerista. Mestre Joao Pequeño de Pastinha","2016-04-20 13:42:28","Jocelyn","U"
"MXIM-AV-1-11-201","L´accordeuse de piano","2016-04-20 13:42:45","Carlos","U"
"MXIM-AV-1-11-116","Otomíes del Valle del Mezquital","2016-04-20 13:43:07","Jocelyn","U"
"MXIM-AV-1-11-202","La corsetière","2016-04-20 13:43:09","Carlos","U"
"MXIM-AV-1-11-203","L´archetière","2016-04-20 13:44:01","Carlos","U"
"MXIM-AV-1-11-117","Paixao e Guerra no Sertao de Canudos","2016-04-20 13:46:41","Jocelyn","U"
"MXIM-AV-1-11-118","Palacios en peligro. Las salas cinematográficas de la Ciudad de México","2016-04-20 13:49:48","Jocelyn","U"
"MXIM-AV-1-11-120","Photo Wallahs","2016-04-20 13:51:13","Jocelyn","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 13:51:44","Carlos","U"
"MXIM-AV-1-11-121","Polifonias. Paci é saluta, Michel Giacometti","2016-04-20 13:52:19","Jocelyn","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 13:52:30","Carlos","U"
"MXIM-AV-1-11-122","Por esos ojos","2016-04-20 13:54:26","Jocelyn","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 13:55:00","Carlos","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 13:55:21","Carlos","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 13:57:16","Carlos","U"
"MXIM-AV-1-11-123","Porfirio Díaz, Místico de la autoridad","2016-04-20 13:58:03","Jocelyn","U"
"MXIM-AV-1-11-125","Preservación de colecciones fotográficas patrimoniales","2016-04-20 14:02:15","Jocelyn","U"
"MXIM-AV-1-11-126","Prigionieri della Guerra","2016-04-20 14:03:22","Jocelyn","U"
"MXIM-AV-1-11-102","Memorias de un mexicano","2016-04-20 14:03:26","Carlos","U"
"MXIM-AV-1-11-127","Puerto de ritmos, festival afrocaribeño. Veracruz '94","2016-04-20 14:04:16","Jocelyn","U"
"MXIM-AV-1-11-128","Querido Diario","2016-04-20 14:04:46","Jocelyn","U"
"MXIM-AV-1-11-129","Radio II, la vida íntima de la radio","2016-04-20 14:05:32","Jocelyn","U"
"MXIM-AV-1-11-130","Rá'mui rä ñähñu: Ya ny'ot eya nt'ohni/Rathoni tho'tsi ra ñähñu/Ra m'ui ya ma'yo","2016-04-20 14:07:03","Jocelyn","U"
"MXIM-AV-1-11-83","La radio mexicana","2016-04-20 14:08:49","Carlos","U"
"MXIM-AV-1-11-46","Nuestra capital hace medio siglo","2016-04-20 14:09:44","Carlos","U"
"MXIM-AV-1-11-134","Los teatros del pueblo","2016-04-20 14:13:07","Carlos","U"
"MXIM-AV-1-11-107","México, ciudad de ciudades: El Centro Histórico","2016-04-20 14:15:30","Carlos","U"
"MXIM-AV-1-11-206","Tikal Guatemala, C. A.","2016-04-20 14:16:48","Carlos","U"
"MXIM-AV-1-12-232","Senderos","2016-04-20 14:19:08","Carlos","U"
"MXIM-AV-1-12-233","Formas de habitar en una urbanización no regulada","2016-04-20 14:19:36","Carlos","U"
"MXIM-AV-1-12-235","Acuarelas del mundo maya","2016-04-20 14:20:09","Carlos","U"
"MXIM-AV-1-12-236","Extrayendo y llevando agua a casa","2016-04-20 14:20:28","Carlos","U"
"MXIM-AV-1-12-237","La vida cotidiana de los migrantes en méxico y en los Estados Unidos","2016-04-20 14:20:50","Carlos","U"
"MXIM-AV-1-12-287","Audiovisuales de los Caracoles Zapatistas","2016-04-20 14:21:40","Carlos","U"
"MXIM-AV-1-12-289","Xulum´Chon Weavers in resistence from the highlands","2016-04-20 14:23:35","Carlos","U"
"MXIM-AV-1-12-290","Women´s hamdicraft cooperative for dignity","2016-04-20 14:23:58","Carlos","U"
"MXIM-AV-1-11-131","100 Years Greenland on Film","2016-04-20 14:24:07","Jocelyn","U"
"MXIM-AV-1-11-132","Ruben Jaramillo 1900-1962 una historia mexicana","2016-04-20 14:24:52","Jocelyn","U"
"MXIM-AV-1-11-132","Ruben Jaramillo 1900-1962 una historia mexicana","2016-04-20 14:25:51","Jocelyn","U"
"MXIM-AV-1-11-133","Sáname con tu poder. Medicina tradicional mixe","2016-04-20 14:26:41","Jocelyn","U"
"MXIM-AV-1-11-134","Los teatros del pueblo","2016-04-20 14:27:11","Jocelyn","U"
"MXIM-AV-1-11-135","Semana Santa in Patamban. Purhépecha, Michoacán, Mexico","2016-04-20 14:27:37","Jocelyn","U"
"MXIM-AV-1-11-137","Tato Bores, actor cómico de la nación","2016-04-20 14:31:08","Jocelyn","U"
"MXIM-AV-1-12-332","The Corporatión","2016-04-20 14:36:44","Jocelyn","U"
"MXIM-AV-1-12-333","Las Cruces","2016-04-20 14:38:12","Jocelyn","U"
"MXIM-AV-1-12-334","Nicaragua","2016-04-20 14:39:27","Jocelyn","U"
"MXIM-AV-1-12-335","Presentación del libro \"La fiesta del chivo\" en México","2016-04-20 14:42:38","Jocelyn","U"
"MXIM-AV-1-12-336","Les premiers pas du cinéma- Un réve en couleur","2016-04-20 14:44:24","Jocelyn","U"
"MXIM-AV-1-12-337","Retour Flamme de 01","2016-04-20 14:45:31","Jocelyn","U"
"MXIM-AV-1-12-339","Rudos contra Técnicos","2016-04-20 14:46:33","Jocelyn","U"
"MXIM-AV-1-12-340","Pic-nic","2016-04-20 14:47:22","Jocelyn","U"
"MXIM-AV-1-12-341","Falamos de António Campos","2016-04-20 14:48:33","Jocelyn","U"
"MXIM-AV-1-12-342","Gandhi's Children","2016-04-20 14:50:07","Jocelyn","U"
"MXIM-AV-1-12-343","Obras Documentais de Jean Rouch","2016-04-20 15:01:25","Jocelyn","U"
"MXIM-AV-1-12-344","Some Alien Creatures","2016-04-20 15:05:15","Jocelyn","U"
"MXIM-AV-1-12-345","O ´parque","2016-04-20 15:05:45","Jocelyn","U"
"MXIM-AV-1-12-346","Memórias do Cativeiro","2016-04-20 15:06:45","Jocelyn","U"
"MXIM-AV-1-12-347","Jongos, Calangos e Folias","2016-04-20 15:07:36","Jocelyn","U"
"MXIM-AV-1-12-348","Versos e Cacetes","2016-04-20 15:08:24","Jocelyn","U"
"MXIM-AV-1-12-349","Rostros de la Antropología","2016-04-20 15:09:25","Jocelyn","U"
"MXIM-AV-1-12-350","La banda del automóvil gris","2016-04-20 15:10:39","Jocelyn","U"
"MXIM-AV-1-12-351","Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural","2016-04-20 15:11:13","Jocelyn","U"
"MXIM-AV-1-12-351","Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural","2016-04-20 15:11:31","Jocelyn","U"
"MXIM-AV-1-12-352","El conocimiento hidráulico: una tradición milenaria en el México prehispánico","2016-04-20 15:12:22","Jocelyn","U"
"MXIM-AV-1-12-353","Historia Audiovisual de la Universidad Autónoma de la Ciudad de México","2016-04-20 15:13:25","Jocelyn","U"
"MXIM-AV-1-10-59","Yves Tanguy: A las 4 de la tarde en verano, esperanza","2016-04-20 15:31:12","Jocelyn","U"
"MXIM-AV-1-10-60","Sonia Delaunay: Electric Prisms","2016-04-20 15:33:04","Jocelyn","U"
"MXIM-AV-1-11-8","Amsterdam global Village","2016-04-20 15:50:05","Jocelyn","U"
"MXIM-AV-1-11-14","Batallón Olimpia. Documento abierto","2016-04-20 15:55:29","Jocelyn","U"
"MXIM-AV-1-11-22","Chiapas, la otra guerra","2016-04-20 15:58:08","Jocelyn","U"
"MXIM-AV-1-11-24","Chile la memoria obstinada","2016-04-20 15:59:10","Jocelyn","U"
"MXIM-AV-1-11-76","La batalla por Ciudadano Kane","2016-04-21 08:38:42","Carlos","U"
"MXIM-AV-1-10-73","La relieuse","2016-04-21 09:01:01","Carlos","U"
"MXIM-AV-1-10-74","La bistrote","2016-04-21 09:01:23","Carlos","U"
"MXIM-AV-1-10-75","La canneuse","2016-04-21 09:01:40","Carlos","U"
"MXIM-AV-1-10-76","La repasseuse","2016-04-21 09:01:57","Carlos","U"
"MXIM-AV-1-10-77","La rémouleuse","2016-04-21 09:02:13","Carlos","U"
"MXIM-AV-1-10-78","La maítre-verrier","2016-04-21 09:02:33","Carlos","U"
"MXIM-AV-1-10-67","La matelassière","2016-04-21 09:03:05","Carlos","U"
"MXIM-AV-1-10-68","La fileuse","2016-04-21 09:03:26","Carlos","U"
"MXIM-AV-1-10-69","La trempeuse","2016-04-21 09:03:45","Carlos","U"
"MXIM-AV-1-10-70","L'orangère","2016-04-21 09:04:11","Carlos","U"
"MXIM-AV-1-10-71","La brodeuse","2016-04-21 09:04:34","Carlos","U"
"MXIM-AV-1-10-72","La dame-lavabo","2016-04-21 09:04:58","Carlos","U"
"MXIM-AV-1-12-331","Viviendo al límite","2016-04-21 11:48:12","Jocelyn","U"
"MXIM-AV-1-12-335","Presentación del libro \"La fiesta del chivo\" en México","2016-04-21 11:56:55","Jocelyn","U"
"MXIM-AV-1-12-336","Les premiers pas du cinéma- Un réve en couleur","2016-04-21 11:57:36","Jocelyn","U"
"MXIM-AV-1-12-337","Retour Flamme de 01","2016-04-21 11:58:04","Jocelyn","U"
"MXIM-AV-1-12-343","Obras Documentais de Jean Rouch","2016-04-21 11:59:28","Jocelyn","U"
"MXIM-AV-1-12-344","Some Alien Creatures","2016-04-21 12:00:40","Jocelyn","U"
"MXIM-AV-1-12-130","Born in to brothels: Calcuta´s red lights kids","2016-04-21 12:11:16","Carlos","U"
"MXIM-AV-1-10-62","Stanley Spencer: The Resurrection Cookham","2016-04-21 12:17:07","Jocelyn","U"
"MXIM-AV-1-10-63","Louis o Antoine Le Nain: Peasant Family","2016-04-21 12:23:58","Jocelyn","U"
"MXIM-AV-1-10-60","Sonia Delaunay: Electric Prisms","2016-04-21 12:24:29","Jocelyn","U"
"MXIM-AV-1-10-64","John Everett Millais: Ophelia","2016-04-21 12:25:38","Jocelyn","U"
"MXIM-AV-1-10-66","Divine horsemen, The living Gods of Haiti","2016-04-21 12:27:26","Jocelyn","U"
"MXIM-AV-1-12-36","El arte de hacer ciudad","2016-04-21 12:42:14","Carlos","U"
"MXIM-AV-1-11-221","Radio Interferencia 89.3","2016-04-21 18:28:18","Lilia","U"
"MXIM-AV-1-11-96","Lyrical Nitrate","2016-04-22 13:04:13","Jocelyn","U"
"MXIM-AV-1-11-55","Fin de la Guerra","2016-04-22 14:25:40","Jocelyn","U"
"MXIM-AV-1-11-114","Altos hornos Zapla","2016-04-22 14:40:27","Jocelyn","U"
"MXIM-AV-1-11-114","Altos hornos Zapla","2016-04-22 14:53:43","Jocelyn","U"
"MXIM-AV-1-11-119","Palestina do norte o araguaia passa por aqui","2016-04-22 14:57:54","Jocelyn","U"
"MXIM-AV-1-10-73","La relieuse","2016-04-22 15:19:49","Jocelyn","U"
"MXIM-AV-1-10-74","La bistrote","2016-04-22 15:36:08","Jocelyn","U"
"MXIM-AV-1-11-212","The wonderful horrible life of Leni Riefenstahl","2016-04-27 09:35:04","Lilia","U"
"MXIM-AV-1-11-213","The wonderful horrible life of Leni Riefenstahl","2016-04-27 09:45:08","Lilia","U"
"MXIM-AV-1-11-217","Chocalheiro Bemposta","2016-04-27 09:47:54","Lilia","U"
"MXIM-AV-1-11-218","Film spricht viele sprachen","2016-04-27 09:48:32","Lilia","U"
"MXIM-AV-1-11-219","Film ist mehr als Film","2016-04-27 09:49:02","Lilia","U"
"MXIM-AV-1-11-220","Early applicata","2016-04-27 09:49:32","Lilia","U"
"MXIM-AV-1-12-1","Chris by Chris","2016-04-27 09:54:55","Lilia","U"
"MXIM-AV-1-12-3","A grande experiencia","2016-04-27 09:58:10","Lilia","U"
"MXIM-AV-1-12-55-3","Ethnologie","2016-04-27 09:58:48","Lilia","U"
"MXIM-AV-1-12-141-6","Eduardo Viana: Die Kleine","2016-04-27 10:15:21","Lilia","U"
"MXIM-AV-1-12-141-8","Vieyra Da Silva: Tragishe Geschichte Auf Dem Meer","2016-04-27 10:22:27","Lilia","U"
"MXIM-AV-1-12-9","Black-Blob","2016-04-27 10:24:14","Lilia","U"
"MXIM-AV-1-12-13","10e Chambre, instants d´audiences","2016-04-27 10:27:00","Lilia","U"
"MXIM-AV-1-12-18","Congos, rítmo e devoção","2016-04-27 10:28:30","Lilia","U"
"MXIM-AV-1-10-69","La trempeuse","2016-04-27 10:34:05","Jocelyn","U"
"MXIM-AV-1-10-85","Corresponsales de guerra III","2016-04-27 10:56:28","Jocelyn","U"
"MXIM-AV-1-11-1","Adolfo Ruiz Cortines, el jugador de dominó","2016-04-27 11:02:20","Jocelyn","U"
"MXIM-AV-1-10-81","Después de... No se os puede dejar solos","2016-04-27 11:10:10","Jocelyn","U"
"MXIM-AV-1-11-6","Miguel Alemán Valdés, el cachorro de la revolución","2016-04-27 11:34:57","Jocelyn","U"
"MXIM-AV-1-11-1","Adolfo Ruiz Cortines, el jugador de dominó","2016-04-27 11:41:15","Jocelyn","U"
"MXIM-AV-1-11-3","Afriques: comment ca va avec la douleur?","2016-04-27 11:46:15","Jocelyn","U"
"MXIM-AV-1-11-4","Más vale paso que dure","2016-04-27 11:47:37","Jocelyn","U"
"MXIM-AV-1-11-7","Amealco-USA. Cincuenta años de migración en un pueblo del centro de México","2016-04-27 11:49:53","Jocelyn","U"
"MXIM-AV-1-11-9","A place called Chiapas","2016-04-27 11:52:22","Jocelyn","U"
"MXIM-AV-1-11-10","Ariles y más ariles… Testimonios del son jarocho","2016-04-27 11:53:24","Jocelyn","U"
"MXIM-AV-1-11-11","Obra Documental de Artavazd Pelechian","2016-04-27 11:54:32","Jocelyn","U"
"MXIM-AV-1-11-13","Batalhas pelo Patrimonio Batalhas pela História","2016-04-27 11:57:07","Jocelyn","U"
"MXIM-AV-1-11-14","Batallón Olimpia. Documento abierto","2016-04-27 11:58:22","Jocelyn","U"
"MXIM-AV-1-11-15","Belovy","2016-04-27 12:02:14","Jocelyn","U"
